id,content,test_prompt
4028.2,"output.id: ee1f21fe-c75e-464e-9eeb-7bb4a6b1aa26 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Parental.aspx, who created it: displayName"":""Philomène Scohy"",""email"":""philomene.scohy@dtsc.be"" and when it was created: createdDateTime"":""2024-09-05T12:02:59Z"" and last time it was modified: lastModifiedDateTime"":""2024-09-05T13:26:32Z"" | output.content: Geboorteverlof

Moeder

""moederschapsverlof""

Wat

De moeder heeft recht op 15 weken moederschapsverlof (19 bij een meerling):

- Vóór de verwachte bevallingsdatum:
  - enkele geboorte: min 1 week – max 6 weken
  - meerling: min 1 week – max 8 weken

- na de geboorte
  - enkele geboorte: 9 weken + dagen niet opgenomen vóór de bevalling
  - meerling: 11 weken + dagen niet opgenomen vóór de bevalling

Hoe

De werknemer

- geeft een medisch attest met verwachte bevallingsdatum max 7 weken vóór de verwachte bevallingsdatum
- brengt de mutualiteit op de hoogte

Partner

""geboorteverlof""

Wat

De partner heeft recht op 20 werkdagen op te nemen binnen 4 maanden na de bevalling (niet noodzakelijk in één keer). Ze moeten per volledige dag worden opgenomen en niet per halve dag.

- Eerste 3 dagen: behoud van normaal loon
- 17 andere dagen: uitkering onder ziekte- en invaliditeitsverzekering

Hoe

De werknemer doet het verzoek aan zijn werkgever vóór het geboorteverlof per aangetekende brief of per schriftelijke brief ondertekend door de werkgever.

Ouderschapsverlof

Voorwaarden

- onder arbeidsovereenkomst met de werkgever gedurende ten minste 12 maanden tijdens de 15 maanden voorafgaand aan het schriftelijke verzoek.

Wat

- Type
- Contract
- Duur
- Opsplitsing*

- volledige onderbreking
  - voltijds / halftijds
  - Max 4 maanden
  - met instemming werkgever: /week

- halftijdse onderbreking
  - voltijds
  - max 8 maanden
  - met instemming werkgever: /maand

- 1/5 onderbreking**
  - voltijds
  - max 20 maanden
  - /5 maanden

- 1/10 onderbreking***
  - voltijds
  - max 40 maanden
  - /10 maanden

*Als de maximale duur is opgesplitst, kan het onderbreking-saldo later worden gebruikt zolang uw kind jonger is dan 12 jaar
** het onderbreking-saldo kan later worden gebruikt zolang uw kind jonger is dan 21 jaar als het een handicap heeft
***Met instemming van de werkgever

U kunt van het ene type naar het andere overschakelen. De volgende regel wordt toegepast: 1 maand volledige onderbreking = 2 maanden halftijdse onderbreking = 5 maanden 1/5 onderbreking = 10 maanden 1/10 onderbreking.

Hoe

- De werknemer moet zijn werkgever schriftelijk informeren met inbegrip van het type min 2 maanden, max 3 maanden vóór het begin van het ouderschapsverlof.
- De werkgever initieert het verzoek aan de RVA via Break@work
- De werknemer vult het verzoek in via Break@work voor werknemer
- De RVA stuurt de beslissing naar de werknemer

Tijdskrediet met reden ""zorg voor kinderen jonger dan 8 jaar""

Voorwaarden

- reden: zorg voor een kind jonger dan 8 jaar
- onder arbeidsovereenkomst gedurende ten minste 2 jaar
- 3 jaar anciënniteit

Wat

- Type
- Contract
- Minimale tijd per aanvraag

- voltijds
  - voltijds / halftijds
  - 3 maanden

- halftijds
  - minstens ¾ tijd
  - 3 maanden

- 1/5 tijd
  - voltijds
  - 6 maanden

Maximum van 51 maanden tijdskrediet voor de gehele loopbaan voor alle zorgredenen, namelijk:

- Zorg voor kind jonger dan 8 jaar
- Palliatieve zorg
- Zorg voor een gezins- of familielid dat lijdt aan een ernstige ziekte
- Zorg voor uw kind jonger dan 21 jaar met een handicap
- Zorg voor uw ernstig ziek minderjarig kind of een ernstig ziek minderjarig kind dat deel uitmaakt van uw gezin
- Voor de erkende opleidingsreden is de maximale duur beperkt tot 36 maanden

Hoe

- Voor elke aanvraag informeert de werknemer per aangetekende brief of per schriftelijke brief ondertekend door de werkgever,
  - als er meer dan 20 werknemers zijn: 3 maanden op voorhand
  - als er 20 of minder werknemers zijn: 6 maanden op voorhand

- De aanvraag omvat:
  - het type
  - de reden
  - startdatum en duur
  - indien halftijds of 1/5 tijd: modaliteiten (= hoe uw diensten zullen worden verminderd)

- De aanvraag moet worden gedaan bij de RVA door de werknemer en werkgever via Break@work

Referentie",
4028.3,"output.id: ee1f21fe-c75e-464e-9eeb-7bb4a6b1aa26 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Parental.aspx, who created it: displayName"":""Philomène Scohy"",""email"":""philomene.scohy@dtsc.be"" and when it was created: createdDateTime"":""2024-09-05T12:02:59Z"" and last time it was modified: lastModifiedDateTime"":""2024-09-05T13:26:32Z"" | output.content: Geburtsurlaub

Mutter

""Mutterschaftsurlaub""

Was

Die Mutter hat Anspruch auf 15 Wochen Mutterschaftsurlaub (19 bei Mehrlingsgeburt):

- Vor dem erwarteten Entbindungstermin:
  - Einzelgeburt: min. 1 Woche – max. 6 Wochen
  - Mehrlingsgeburt: min. 1 Woche – max. 8 Wochen

- nach der Geburt
  - Einzelgeburt: 9 Wochen + nicht vor der Entbindung genommene Tage
  - Mehrlingsgeburt: 11 Wochen + nicht vor der Entbindung genommene Tage

Wie

Die Arbeitnehmerin

- übergibt ein ärztliches Attest mit dem erwarteten Entbindungstermin max. 7 Wochen vor dem erwarteten Entbindungstermin
- benachrichtigt die Krankenkasse

Partner

""Geburtsurlaub""

Was

Der Partner hat Anspruch auf 20 Arbeitstage, die innerhalb von 4 Monaten nach der Entbindung genommen werden können (nicht unbedingt auf einmal). Sie müssen als volle Tage und nicht als halbe Tage genommen werden.

- Erste 3 Tage: Beibehaltung der normalen Vergütung
- 17 weitere Tage: Leistung im Rahmen der Kranken- und Invaliditätsversicherung

Wie

Der Arbeitnehmer stellt den Antrag an seinen Arbeitgeber vor dem Geburtsurlaub per Einschreiben oder durch ein vom Arbeitgeber unterzeichnetes Schreiben.

Elternurlaub

Bedingungen

- unter einem Arbeitsvertrag mit dem Arbeitgeber für mindestens 12 Monate während der 15 Monate vor dem schriftlichen Antrag.

Was

- Typ
- Vertrag
- Dauer
- Aufteilung*

- vollständige Unterbrechung
  - Vollzeit / Halbzeit
  - Max. 4 Monate
  - mit Zustimmung des Arbeitgebers: /Woche

- Halbzeitunterbrechung
  - Vollzeit
  - max. 8 Monate
  - mit Zustimmung des Arbeitgebers: /Monat

- 1/5 Unterbrechung**
  - Vollzeit
  - max. 20 Monate
  - /5 Monate

- 1/10 Unterbrechung***
  - Vollzeit
  - max. 40 Monate
  - /10 Monate

*Wenn die maximale Dauer aufgeteilt wird, kann das Unterbrechungsguthaben später genutzt werden, solange Ihr Kind unter 12 Jahre alt ist
** das Unterbrechungsguthaben kann später genutzt werden, solange Ihr Kind unter 21 Jahre alt ist, wenn es an einer Behinderung leidet
***Mit Zustimmung des Arbeitgebers

Sie können von einem Typ zum anderen wechseln. Die folgende Regel wird angewendet: 1 Monat vollständige Unterbrechung = 2 Monate Halbzeitunterbrechung = 5 Monate 1/5 Unterbrechung = 10 Monate 1/10 Unterbrechung.

Wie

- Der Arbeitnehmer muss seinen Arbeitgeber schriftlich informieren, einschließlich des Typs, min. 2 Monate, max. 3 Monate vor Beginn des Elternurlaubs.
- Der Arbeitgeber leitet den Antrag an das ONEM über Break@work ein
- Der Arbeitnehmer vervollständigt den Antrag über Break@work für Arbeitnehmer
- Das ONEM sendet die Entscheidung an den Arbeitnehmer

Zeitkredit mit Grund ""Betreuung von Kindern unter 8 Jahren""

Bedingungen

- Grund: Betreuung eines Kindes unter 8 Jahren
- unter einem Arbeitsvertrag für mindestens 2 Jahre
- 3 Jahre Betriebszugehörigkeit

Was

- Typ
- Vertrag
- Mindestzeit pro Antrag

- Vollzeit
  - Vollzeit / Halbzeit
  - 3 Monate

- Halbzeit
  - mindestens ¾ Zeit
  - 3 Monate

- 1/5 Zeit
  - Vollzeit
  - 6 Monate

Maximal 51 Monate Zeitkredit für die gesamte Karriere für alle Pflegegründe, das heißt:

- Betreuung eines Kindes unter 8 Jahren
- Palliativpflege
- Betreuung eines Haushalts- oder Familienmitglieds, das an einer schweren Krankheit leidet
- Betreuung Ihres Kindes unter 21 Jahren mit einer Behinderung
- Betreuung Ihres schwer kranken minderjährigen Kindes oder eines schwer kranken minderjährigen Kindes, das zu Ihrem Haushalt gehört
- Für den anerkannten Ausbildungsgrund ist die maximale Dauer auf 36 Monate begrenzt

Wie

- Für jeden Antrag informiert der Arbeitnehmer per Einschreiben oder per vom Arbeitgeber unterzeichnetem Schreiben,
  - wenn es mehr als 20 Mitarbeiter gibt: 3 Monate im Voraus
  - wenn es 20 oder weniger Mitarbeiter gibt: 6 Monate im Voraus

- Der Antrag beinhaltet:
  - den Typ
  - den Grund
  - Startdatum und Dauer
  - bei Halbzeit oder 1/5 Zeit: Modalitäten (= wie Ihre Dienste reduziert werden)

- Der Antrag muss beim Onem durch den Arbeitnehmer und Arbeitgeber über Break@work gestellt werden

Referenz",
4029,"output.id: 318dacb9-a80d-4714-8595-8c24013ca755 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Presentations.aspx, who created it: ""displayName"":""Marco Di Gennaro"",""email"":""marco.digennaro@dtsc.be"" and when it was created: ""createdDateTime"":""2024-07-30T14:23:05Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-16T10:55:48Z"" | output.content: 16/08/2024
Presentation du projet R&D à la Region Wallonie dans le cadre du Win4Company

https://docs.google.com/presentation/d/1-xMA4bagqTqBEZDCQLBUbIIMcX27og9P/edit?usp=drive_link&ouid=109865642090707407399&rtpof=true&sd=true","COMMENT: No content, maybe ignore"
4030,"output.id: c339b9e3-50e2-49f7-80ee-cf12d68e29b5 | output.metadata: webUrl:https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Proc%C3%A9dure-pour-activer-la-double-authentification-sur-Odoo.aspx, createdBy:displayName:Samuel  Aulotte,email:samuel.aulotte@dtsc.be, createdDateTime:2025-02-25T16:10:57Z, lastModifiedDateTime:2025-02-28T10:01:40Z | output.content: 1. Log in using your personal account on dtsc.odoo.com.

2. Access security settings:
• Click on your profile at the top right.
• Select “Account,” then “Login & Security.”

3. Enable two-factor authentication:
• Click on “Enable two-factor authentication.”

4. Re-enter your password to confirm:

5. Link your account to Microsoft Authenticator:
• On your smartphone, open the Microsoft Authenticator app.
• Click on the QR code icon at the bottom right.
• Scan the QR code displayed by Odoo.

6. Complete the setup:
• Enter the 6-digit code generated by Microsoft Authenticator.
• Confirm to complete activation.
Your two-factor authentication is now enabled! 🚀",How can I set up the Two-Factor Authentication for Odoo?
4030.1,"output.id: c339b9e3-50e2-49f7-80ee-cf12d68e29b5 | output.metadata: webUrl:https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Proc%C3%A9dure-pour-activer-la-double-authentification-sur-Odoo.aspx, createdBy:displayName:Samuel  Aulotte,email:samuel.aulotte@dtsc.be, createdDateTime:2025-02-25T16:10:57Z, lastModifiedDateTime:2025-02-28T10:01:40Z | output.content: 1. Connectez-vous avec votre compte personnel sur dtsc.odoo.com.

2. Accédez aux paramètres de sécurité :
- Cliquez sur votre profil en haut à droite.
- Sélectionnez ""Compte"", puis ""Connexion & Sécurité"".

3. Activez l'authentification à deux facteurs :
- Cliquez sur ""Activer l'authentification à deux facteurs"".

4. Saisissez à nouveau votre mot de passe pour confirmer :

5. Liez votre compte à Microsoft Authenticator :
- Sur votre smartphone, ouvrez l'application Microsoft Authenticator.
- Cliquez sur l'icône du code QR en bas à droite.
- Scannez le code QR affiché par Odoo.

6. Terminez la configuration :
- Entrez le code à 6 chiffres généré par Microsoft Authenticator.
- Confirmez pour finaliser l'activation.
Votre authentification à deux facteurs est maintenant activée ! 🚀",
4030.2,"output.id: c339b9e3-50e2-49f7-80ee-cf12d68e29b5 | output.metadata: webUrl:https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Proc%C3%A9dure-pour-activer-la-double-authentification-sur-Odoo.aspx, createdBy:displayName:Samuel  Aulotte,email:samuel.aulotte@dtsc.be, createdDateTime:2025-02-25T16:10:57Z, lastModifiedDateTime:2025-02-28T10:01:40Z | output.content: 1. Log in met uw persoonlijke account op dtsc.odoo.com.

2. Toegang tot beveiligingsinstellingen:
- Klik op uw profiel rechtsboven.
- Selecteer ""Account"", dan ""Login & Beveiliging"".

3. Activeer tweefactorauthenticatie:
- Klik op ""Activeer tweefactorauthenticatie"".

4. Voer uw wachtwoord opnieuw in om te bevestigen:

5. Koppel uw account aan Microsoft Authenticator:
- Open de Microsoft Authenticator-app op uw smartphone.
- Klik op het QR-code icoon rechtsonder.
- Scan de QR-code die door Odoo wordt weergegeven.

6. Voltooi de installatie:
- Voer de 6-cijferige code in die door Microsoft Authenticator is gegenereerd.
- Bevestig om de activatie te voltooien.
Uw tweefactorauthenticatie is nu ingeschakeld! 🚀",
4030.3,"output.id: c339b9e3-50e2-49f7-80ee-cf12d68e29b5 | output.metadata: webUrl:https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Proc%C3%A9dure-pour-activer-la-double-authentification-sur-Odoo.aspx, createdBy:displayName:Samuel  Aulotte,email:samuel.aulotte@dtsc.be, createdDateTime:2025-02-25T16:10:57Z, lastModifiedDateTime:2025-02-28T10:01:40Z | output.content: 1. Melden Sie sich mit Ihrem persönlichen Konto auf dtsc.odoo.com an.

2. Zugriff auf Sicherheitseinstellungen:
- Klicken Sie oben rechts auf Ihr Profil.
- Wählen Sie ""Konto"" und dann ""Anmeldung & Sicherheit"".

3. Aktivieren Sie die Zwei-Faktor-Authentifizierung:
- Klicken Sie auf ""Zwei-Faktor-Authentifizierung aktivieren"".

4. Geben Sie Ihr Passwort erneut ein, um zu bestätigen:

5. Verknüpfen Sie Ihr Konto mit Microsoft Authenticator:
- Öffnen Sie auf Ihrem Smartphone die Microsoft Authenticator-App.
- Klicken Sie unten rechts auf das QR-Code-Symbol.
- Scannen Sie den von Odoo angezeigten QR-Code.

6. Schließen Sie die Einrichtung ab:
- Geben Sie den von Microsoft Authenticator generierten 6-stelligen Code ein.
- Bestätigen Sie, um die Aktivierung abzuschließen.
Ihre Zwei-Faktor-Authentifizierung ist jetzt aktiviert! 🚀",
4031,"output.id: 5b269273-777d-43c4-b973-494d2ca31b39 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/ProUnity.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2024-03-06T10:08:31Z"",""lastModifiedDateTime"":""2024-07-11T08:54:21Z""} | output.content: ProUnity is a platform that can be used by the employees to apply for specific candidatures that are publically accessible.

Connecting to the site

1. Go to the following URL : https://platform.pro-unity.com/login.
2. Ask to be added to the application 
3. Use your own credentials",What is the procedure to use ProUnity?
4031.1,"output.id: 5b269273-777d-43c4-b973-494d2ca31b39 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/ProUnity.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2024-03-06T10:08:31Z"",""lastModifiedDateTime"":""2024-07-11T08:54:21Z""} | output.content: ProUnity est une plateforme qui peut être utilisée par les employés pour postuler à des candidatures spécifiques qui sont accessibles publiquement.

Connexion au site

1. Allez à l'URL suivante : https://platform.pro-unity.com/login.
2. Demandez à être ajouté à l'application
3. Utilisez vos propres identifiants",
4031.2,"output.id: 5b269273-777d-43c4-b973-494d2ca31b39 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/ProUnity.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2024-03-06T10:08:31Z"",""lastModifiedDateTime"":""2024-07-11T08:54:21Z""} | output.content: ProUnity is een platform dat door werknemers kan worden gebruikt om te solliciteren naar specifieke kandidaturen die openbaar toegankelijk zijn.

Verbinding maken met de site

1. Ga naar de volgende URL: https://platform.pro-unity.com/login.
2. Vraag om toegevoegd te worden aan de applicatie
3. Gebruik uw eigen inloggegevens",
4031.3,"output.id: 5b269273-777d-43c4-b973-494d2ca31b39 | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/ProUnity.aspx"",""createdBy"":{""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be""},""createdDateTime"":""2024-03-06T10:08:31Z"",""lastModifiedDateTime"":""2024-07-11T08:54:21Z""} | output.content: ProUnity ist eine Plattform, die von Mitarbeitern genutzt werden kann, um sich für spezifische Kandidaturen zu bewerben, die öffentlich zugänglich sind.

Verbindung zur Website herstellen

1. Gehen Sie zur folgenden URL: https://platform.pro-unity.com/login.
2. Bitten Sie darum, zur Anwendung hinzugefügt zu werden
3. Verwenden Sie Ihre eigenen Anmeldedaten",
4032,"output.id: 15706d1d-e8b4-4f43-8628-facabd2ee355 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Referral-bonus.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2023-07-17T14:00:10Z"",""lastModifiedDateTime"":""2023-07-17T14:02:30Z"" | output.content: As part of our ongoing efforts to foster growth and innovation within our company, DTSC has an initiative aimed at stimulating conversations about DTSC among networks of employee.
To encourage everyone to spread the word and refer potential candidates, DTSC is offering a knowledge-based hiring bonus of €700. This bonus will be paid alongside the regular distribution of bonuses and will be considered earned from the referred employee's date of joining.
Why is hiring new colleagues important for our company's growth? The answer lies in the power of fresh perspectives, diverse skill sets, and innovative ideas. By bringing in talented individuals who align with DTSC values and contribute their unique expertise, we can enhance our collective knowledge, drive creativity, and push the boundaries of what we can achieve together.
We believe that each of us possesses a wealth of connections and professional networks, making us valuable ambassadors for our team and the opportunities we offer. Our firsthand experience and endorsement can have a significant impact on attracting top talent to join our organization.
The hiring bonus of €700 will be granted once the referred candidate officially joins DTSC team and will be included in the regular bonus distribution cycle.
Together, let's spread the word about DTSC and continue driving our company's growth to new heights!",Can I suggest a friend as a potential candidate for DTSC?
4032.1,"output.id: 15706d1d-e8b4-4f43-8628-facabd2ee355 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Referral-bonus.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2023-07-17T14:00:10Z"",""lastModifiedDateTime"":""2023-07-17T14:02:30Z"" | output.content: Dans le cadre de nos efforts continus pour favoriser la croissance et l'innovation au sein de notre entreprise, DTSC a lancé une initiative visant à stimuler les conversations sur DTSC au sein des réseaux d'employés.
Pour encourager chacun à faire passer le mot et à recommander des candidats potentiels, DTSC offre une prime de recrutement basée sur les connaissances de 700 €. Cette prime sera versée en même temps que la distribution régulière des bonus et sera considérée comme acquise à partir de la date d'entrée en fonction de l'employé recommandé.
Pourquoi le recrutement de nouveaux collègues est-il important pour la croissance de notre entreprise ? La réponse réside dans le pouvoir des nouvelles perspectives, des compétences diverses et des idées innovantes. En intégrant des personnes talentueuses qui s'alignent sur les valeurs de DTSC et qui apportent leur expertise unique, nous pouvons améliorer notre connaissance collective, stimuler la créativité et repousser les limites de ce que nous pouvons réaliser ensemble.
Nous croyons que chacun d'entre nous possède une richesse de connexions et de réseaux professionnels, ce qui fait de nous des ambassadeurs précieux pour notre équipe et les opportunités que nous offrons. Notre expérience directe et notre soutien peuvent avoir un impact significatif sur l'attraction des meilleurs talents pour rejoindre notre organisation.
La prime d'embauche de 700 € sera accordée une fois que le candidat recommandé aura officiellement rejoint l'équipe DTSC et sera incluse dans le cycle régulier de distribution des primes.
Ensemble, faisons connaître DTSC et continuons à propulser la croissance de notre entreprise vers de nouveaux sommets !",
4032.2,"output.id: 15706d1d-e8b4-4f43-8628-facabd2ee355 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Referral-bonus.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2023-07-17T14:00:10Z"",""lastModifiedDateTime"":""2023-07-17T14:02:30Z"" | output.content: Als onderdeel van onze voortdurende inspanningen om groei en innovatie binnen ons bedrijf te bevorderen, heeft DTSC een initiatief gelanceerd gericht op het stimuleren van gesprekken over DTSC binnen netwerken van medewerkers.
Om iedereen aan te moedigen het woord te verspreiden en potentiële kandidaten aan te bevelen, biedt DTSC een kennisgebaseerde aanwervingsbonus van €700. Deze bonus wordt uitbetaald samen met de reguliere uitkering van bonussen en wordt beschouwd als verdiend vanaf de datum van indiensttreding van de aanbevolen werknemer.
Waarom is het aanwerven van nieuwe collega's belangrijk voor de groei van ons bedrijf? Het antwoord ligt in de kracht van frisse perspectieven, diverse vaardigheden en innovatieve ideeën. Door getalenteerde individuen aan te trekken die passen bij de waarden van DTSC en hun unieke expertise bijdragen, kunnen we onze collectieve kennis verbeteren, creativiteit stimuleren en de grenzen verleggen van wat we samen kunnen bereiken.
Wij geloven dat ieder van ons beschikt over een schat aan connecties en professionele netwerken, waardoor we waardevolle ambassadeurs zijn voor ons team en de kansen die we bieden. Onze eerstehandse ervaring en aanbeveling kunnen een significante impact hebben op het aantrekken van toptalent om zich bij onze organisatie aan te sluiten.
De aanwervingsbonus van €700 wordt toegekend zodra de aanbevolen kandidaat officieel bij het DTSC-team komt en zal worden opgenomen in de reguliere bonusuitkeringscyclus.
Samen laten we het woord over DTSC verspreiden en blijven we de groei van ons bedrijf naar nieuwe hoogten stuwen!",
4032.3,"output.id: 15706d1d-e8b4-4f43-8628-facabd2ee355 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Referral-bonus.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2023-07-17T14:00:10Z"",""lastModifiedDateTime"":""2023-07-17T14:02:30Z"" | output.content: Im Rahmen unserer kontinuierlichen Bemühungen, Wachstum und Innovation innerhalb unseres Unternehmens zu fördern, hat DTSC eine Initiative gestartet, die darauf abzielt, Gespräche über DTSC in den Netzwerken der Mitarbeiter anzuregen.
Um jeden zu ermutigen, die Botschaft zu verbreiten und potenzielle Kandidaten zu empfehlen, bietet DTSC einen wissensbasierten Einstellungsbonus von 700 €. Dieser Bonus wird zusammen mit der regulären Bonusverteilung ausgezahlt und gilt ab dem Eintrittsdatum des empfohlenen Mitarbeiters als verdient.
Warum ist die Einstellung neuer Kollegen wichtig für das Wachstum unseres Unternehmens? Die Antwort liegt in der Kraft frischer Perspektiven, vielfältiger Fähigkeiten und innovativer Ideen. Indem wir talentierte Personen einbringen, die mit den Werten von DTSC übereinstimmen und ihre einzigartige Expertise einbringen, können wir unser kollektives Wissen erweitern, Kreativität fördern und die Grenzen dessen, was wir gemeinsam erreichen können, verschieben.
Wir glauben, dass jeder von uns über eine Fülle von Verbindungen und beruflichen Netzwerken verfügt, was uns zu wertvollen Botschaftern für unser Team und die Möglichkeiten, die wir bieten, macht. Unsere Erfahrungen aus erster Hand und unsere Empfehlung können einen erheblichen Einfluss darauf haben, Spitzentalente für unsere Organisation zu gewinnen.
Der Einstellungsbonus von 700 € wird gewährt, sobald der empfohlene Kandidat offiziell dem DTSC-Team beitritt und wird in den regulären Bonusverteilungszyklus aufgenommen.
Gemeinsam lassen Sie uns die Nachricht über DTSC verbreiten und das Wachstum unseres Unternehmens weiterhin zu neuen Höhen treiben!",
4033,"output.id: 604a92ff-ee9d-4576-9c2e-65d1e8e8188c | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Research-of-a-candidate.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2022-11-09T15:58:52Z"" and last time it was modified: ""lastModifiedDateTime"":""2022-11-09T15:59:57Z"" | output.content: LinkedIn
...","COMMENT: No content, maybe ignore"
4034,"output.id: 590fe295-4465-45d7-8e86-4fd0b0fc38e8 | output.metadata: webUrl: https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Residential-charging-device.aspx, who created it: displayName: Denis Budin, email: denis.budin@dtsc.be, created date: 2023-09-21T12:33:29Z, last modified date: 2023-09-21T12:33:45Z | output.content: 1. Preference is given to the HOME Nexxtender solution of POWERDALE:
   - Powerdale - Fiche client.pdf  --> voir Denis  
2. Please contact electricians to make a quotation at home.
   - Our experience with DEFI ELEC is good.
   - Ask to quote on behalf of the company (DT Services And Consulting, Avenue des cerfs 11, 4031 Liège, BE0738.801.092).
3. Send the quotation by email to your CEO (tdraye@dtsc.be).
4. Once you have the GO of the CEO, you can ask the electricians to proceed with the installation at home.
   - If somehow an advance payment is necessary, ask to charge 0% VAT.
5. Once the charging device is installed, contact the service support of POWERDALE to activate the Driver Reimbursement service:
   - FLYER REIMBURSEMENT SERVICES- EN.pdf",What home charging device can employees use?
4034.1,"output.id: 590fe295-4465-45d7-8e86-4fd0b0fc38e8 | output.metadata: webUrl: https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Residential-charging-device.aspx, who created it: displayName: Denis Budin, email: denis.budin@dtsc.be, created date: 2023-09-21T12:33:29Z, last modified date: 2023-09-21T12:33:45Z | output.content: 1. La préférence est donnée à la solution HOME Nexxtender de POWERDALE :
   - Powerdale - Fiche client.pdf --> voir Denis
2. Veuillez contacter des électriciens pour faire un devis à domicile.
   - Notre expérience avec DEFI ELEC est bonne.
   - Demandez un devis au nom de l'entreprise (DT Services And Consulting, Avenue des cerfs 11, 4031 Liège, BE0738.801.092).
3. Envoyez le devis par email à votre PDG (tdraye@dtsc.be).
4. Une fois que vous avez le feu vert du PDG, vous pouvez demander aux électriciens de procéder à l'installation à domicile.
   - Si un paiement d'avance est nécessaire, demandez à facturer avec 0% de TVA.
5. Une fois que le dispositif de recharge est installé, contactez le service d'assistance de POWERDALE pour activer le service de remboursement du conducteur :
   - FLYER REIMBURSEMENT SERVICES- EN.pdf",
4034.2,"output.id: 590fe295-4465-45d7-8e86-4fd0b0fc38e8 | output.metadata: webUrl: https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Residential-charging-device.aspx, who created it: displayName: Denis Budin, email: denis.budin@dtsc.be, created date: 2023-09-21T12:33:29Z, last modified date: 2023-09-21T12:33:45Z | output.content: 1. De voorkeur gaat uit naar de HOME Nexxtender oplossing van POWERDALE:
   - Powerdale - Fiche client.pdf --> zie Denis
2. Neem contact op met elektriciens om een offerte aan huis te maken.
   - Onze ervaring met DEFI ELEC is goed.
   - Vraag om een offerte namens het bedrijf (DT Services And Consulting, Avenue des cerfs 11, 4031 Luik, BE0738.801.092).
3. Stuur de offerte per e-mail naar uw CEO (tdraye@dtsc.be).
4. Zodra u de goedkeuring van de CEO heeft, kunt u de elektriciens vragen om de installatie thuis uit te voeren.
   - Als er om een of andere reden een vooruitbetaling nodig is, vraag dan om 0% BTW te rekenen.
5. Zodra het laadapparaat is geïnstalleerd, neem contact op met de serviceondersteuning van POWERDALE om de Driver Reimbursement-service te activeren:
   - FLYER REIMBURSEMENT SERVICES- EN.pdf",
